num_poliza,tarifa,situacion,fecha_alta,fecha_baja,importe_prima
285,TS1,B,2022-06-25,2022-03-21,77689
285,TF1,B,2022-06-25,2022-03-21,0
286,TF1,A,2020-11-26,9999-12-31,3334
286,TS1,A,2020-11-26,9999-12-31,0
287,TS1,A,2022-02-03,9999-12-31,8688
287,TF1,A,2022-02-03,9999-12-31,0
288,TF1,B,2021-06-05,2022-06-18,95869
288,TS1,B,2021-06-05,2022-06-18,0
289,TS1,B,2020-12-11,2022-05-20,39057
289,TF1,B,2020-12-11,2022-05-20,0
290,TF1,A,2021-12-17,9999-12-31,16438
290,TS1,A,2021-12-17,9999-12-31,0
291,TS1,B,2021-12-10,2021-11-29,8557
291,TF1,B,2021-12-10,2021-11-29,0
292,TS1,A,2021-07-23,9999-12-31,82666
292,TF1,A,2021-07-23,9999-12-31,0
293,TS1,A,2021-02-03,9999-12-31,8850
293,TF1,A,2021-02-03,9999-12-31,0
294,TF1,A,2021-08-16,9999-12-31,30304
294,TS1,A,2021-08-16,9999-12-31,0
295,TF1,A,2021-06-23,9999-12-31,10077
295,TS1,A,2021-06-23,9999-12-31,0
296,TF1,B,2022-04-29,2021-06-21,300
296,TS1,B,2022-04-29,2021-06-21,0
297,TF1,A,2021-12-05,9999-12-31,37661
297,TS1,A,2021-12-05,9999-12-31,0
298,TS1,A,2021-09-21,9999-12-31,68157
298,TF1,A,2021-09-21,9999-12-31,0
299,TF1,A,2022-04-29,9999-12-31,19722
299,TS1,A,2022-04-29,9999-12-31,0
300,TS1,B,2022-01-13,2022-05-13,48279
300,TF1,B,2022-01-13,2022-05-13,0
301,TF1,B,2021-10-15,2021-10-01,652
301,TS1,B,2021-10-15,2021-10-01,0
302,TS1,B,2021-10-30,2021-12-14,48662
302,TF1,B,2021-10-30,2021-12-14,0
303,TF1,A,2022-03-03,9999-12-31,39899
303,TS1,A,2022-03-03,9999-12-31,0
304,TF1,B,2021-07-11,2022-03-11,14985
304,TS1,B,2021-07-11,2022-03-11,0
305,TF1,A,2020-10-17,9999-12-31,34638
305,TS1,A,2020-10-17,9999-12-31,0
306,TF1,A,2022-04-05,9999-12-31,31658
306,TS1,A,2022-04-05,9999-12-31,0
307,TS1,A,2021-03-02,9999-12-31,70372
307,TF1,A,2021-03-02,9999-12-31,0
308,TS1,B,2022-03-26,2021-12-27,35453
308,TF1,B,2022-03-26,2021-12-27,0
309,TF1,B,2022-04-13,2020-10-13,87575
309,TS1,B,2022-04-13,2020-10-13,0
310,TF1,B,2022-06-07,2021-03-16,44196
310,TS1,B,2022-06-07,2021-03-16,0
311,TF1,A,2022-05-16,9999-12-31,10970
311,TS1,A,2022-05-16,9999-12-31,0
312,TS1,A,2020-11-13,9999-12-31,30808
312,TF1,A,2020-11-13,9999-12-31,0
313,TS1,B,2022-05-25,2022-02-22,60952
313,TF1,B,2022-05-25,2022-02-22,0
314,TF1,A,2021-11-29,9999-12-31,77778
314,TS1,A,2021-11-29,9999-12-31,0
315,TS1,A,2020-11-19,9999-12-31,21456
315,TF1,A,2020-11-19,9999-12-31,0
316,TS1,B,2022-06-01,2022-04-25,61781
316,TF1,B,2022-06-01,2022-04-25,0
317,TF1,A,2021-06-23,9999-12-31,45505
317,TS1,A,2021-06-23,9999-12-31,0
318,TS1,B,2021-06-15,2021-10-17,7237
318,TF1,B,2021-06-15,2021-10-17,0
319,TF1,B,2021-09-19,2021-08-10,40184
319,TS1,B,2021-09-19,2021-08-10,0
320,TS1,B,2022-06-16,2022-06-06,7659
320,TF1,B,2022-06-16,2022-06-06,0
321,TF1,B,2021-12-07,2021-02-11,42749
321,TS1,B,2021-12-07,2021-02-11,0
322,TS1,B,2021-07-20,2022-03-24,57258
322,TF1,B,2021-07-20,2022-03-24,0
323,TS1,B,2021-01-22,2021-04-21,38403
323,TF1,B,2021-01-22,2021-04-21,0
324,TS1,A,2021-11-29,9999-12-31,99492
324,TF1,A,2021-11-29,9999-12-31,0
325,TS1,B,2022-05-02,2021-02-06,56067
325,TF1,B,2022-05-02,2021-02-06,0
326,TF1,B,2022-05-17,2020-12-26,26554
326,TS1,B,2022-05-17,2020-12-26,0
327,TF1,A,2022-04-20,9999-12-31,97251
327,TS1,A,2022-04-20,9999-12-31,0
328,TS1,B,2021-08-08,2020-11-09,63142
328,TF1,B,2021-08-08,2020-11-09,0
329,TF1,B,2022-02-08,2021-08-30,67174
329,TS1,B,2022-02-08,2021-08-30,0
330,TS1,A,2022-03-30,9999-12-31,75383
330,TF1,A,2022-03-30,9999-12-31,0
331,TS1,A,2021-12-20,9999-12-31,88638
331,TF1,A,2021-12-20,9999-12-31,0
332,TF1,A,2021-05-26,9999-12-31,9841
332,TS1,A,2021-05-26,9999-12-31,0
333,TS1,A,2021-01-01,9999-12-31,29496
333,TF1,A,2021-01-01,9999-12-31,0
334,TS1,B,2021-03-09,2022-04-08,15397
334,TF1,B,2021-03-09,2022-04-08,0
335,TF1,B,2022-06-22,2020-11-07,8520
335,TS1,B,2022-06-22,2020-11-07,0
336,TS1,A,2021-10-06,9999-12-31,9715
336,TF1,A,2021-10-06,9999-12-31,0
337,TS1,B,2021-10-17,2021-08-14,22690
337,TF1,B,2021-10-17,2021-08-14,0
338,TS1,A,2021-05-01,9999-12-31,54397
338,TF1,A,2021-05-01,9999-12-31,0
339,TF1,A,2022-05-12,9999-12-31,17370
339,TS1,A,2022-05-12,9999-12-31,0
340,TF1,B,2020-11-25,2022-04-07,10511
340,TS1,B,2020-11-25,2022-04-07,0
341,TS1,A,2021-12-29,9999-12-31,57105
341,TF1,A,2021-12-29,9999-12-31,0
342,TS1,B,2021-04-03,2022-01-18,47496
342,TF1,B,2021-04-03,2022-01-18,0
343,TS1,A,2021-03-04,9999-12-31,58404
343,TF1,A,2021-03-04,9999-12-31,0
344,TS1,B,2021-12-02,2022-02-07,85719
344,TF1,B,2021-12-02,2022-02-07,0
345,TS1,B,2021-08-29,2021-03-05,49158
345,TF1,B,2021-08-29,2021-03-05,0
346,TF1,A,2021-09-22,9999-12-31,27307
346,TS1,A,2021-09-22,9999-12-31,0
347,TS1,A,2021-11-15,9999-12-31,11347
347,TF1,A,2021-11-15,9999-12-31,0
348,TS1,A,2021-04-21,9999-12-31,87956
348,TF1,A,2021-04-21,9999-12-31,0
349,TF1,B,2022-05-05,2021-02-17,76422
349,TS1,B,2022-05-05,2021-02-17,0
350,TF1,B,2022-01-06,2022-01-28,28340
350,TS1,B,2022-01-06,2022-01-28,0
351,TS1,A,2021-01-16,9999-12-31,4818
351,TF1,A,2021-01-16,9999-12-31,0
352,TS1,B,2021-03-25,2021-02-27,26708
352,TF1,B,2021-03-25,2021-02-27,0
353,TF1,A,2022-01-31,9999-12-31,61753
353,TS1,A,2022-01-31,9999-12-31,0
354,TF1,A,2020-11-17,9999-12-31,35235
354,TS1,A,2020-11-17,9999-12-31,0
355,TS1,B,2022-06-30,2022-01-11,39923
355,TF1,B,2022-06-30,2022-01-11,0
356,TS1,A,2020-12-06,9999-12-31,14215
356,TF1,A,2020-12-06,9999-12-31,0
357,TF1,B,2020-10-13,2021-01-16,63813
357,TS1,B,2020-10-13,2021-01-16,0
358,TS1,A,2021-11-27,9999-12-31,77407
358,TF1,A,2021-11-27,9999-12-31,0
359,TS1,B,2021-03-11,2021-11-17,43388
359,TF1,B,2021-03-11,2021-11-17,0
360,TS1,A,2021-06-08,9999-12-31,359
360,TF1,A,2021-06-08,9999-12-31,0
361,TS1,A,2021-12-03,9999-12-31,45541
361,TF1,A,2021-12-03,9999-12-31,0
362,TF1,A,2022-04-07,9999-12-31,54783
362,TS1,A,2022-04-07,9999-12-31,0
363,TS1,B,2021-12-07,2021-08-28,31976
363,TF1,B,2021-12-07,2021-08-28,0
364,TF1,B,2021-06-09,2021-05-13,45823
364,TS1,B,2021-06-09,2021-05-13,0
365,TS1,B,2021-10-21,2021-11-23,808
365,TF1,B,2021-10-21,2021-11-23,0
366,TS1,B,2022-06-13,2021-10-02,82143
366,TF1,B,2022-06-13,2021-10-02,0
367,TS1,A,2021-01-25,9999-12-31,52626
367,TF1,A,2021-01-25,9999-12-31,0
368,TS1,A,2021-02-22,9999-12-31,39273
368,TF1,A,2021-02-22,9999-12-31,0
369,TF1,A,2022-04-08,9999-12-31,83678
369,TS1,A,2022-04-08,9999-12-31,0
370,TF1,B,2021-07-10,2021-08-10,53036
370,TS1,B,2021-07-10,2021-08-10,0
371,TF1,B,2021-08-14,2021-09-06,6583
371,TS1,B,2021-08-14,2021-09-06,0
372,TF1,B,2020-10-22,2021-12-27,86816
372,TS1,B,2020-10-22,2021-12-27,0
373,TS1,A,2021-03-05,9999-12-31,77251
373,TF1,A,2021-03-05,9999-12-31,0
374,TS1,A,2021-09-05,9999-12-31,39463
374,TF1,A,2021-09-05,9999-12-31,0
375,TS1,B,2021-11-01,2021-04-21,92834
375,TF1,B,2021-11-01,2021-04-21,0
376,TF1,A,2021-05-16,9999-12-31,21597
376,TS1,A,2021-05-16,9999-12-31,0
377,TS1,B,2020-11-27,2021-10-06,86823
377,TF1,B,2020-11-27,2021-10-06,0
378,TS1,A,2020-10-24,9999-12-31,11435
378,TF1,A,2020-10-24,9999-12-31,0
379,TS1,B,2021-06-20,2022-04-12,18163
379,TF1,B,2021-06-20,2022-04-12,0
380,TS1,A,2022-06-05,9999-12-31,15875
380,TF1,A,2022-06-05,9999-12-31,0
381,TS1,A,2022-03-03,9999-12-31,51952
381,TF1,A,2022-03-03,9999-12-31,0
382,TF1,B,2022-05-05,2021-08-21,99222
382,TS1,B,2022-05-05,2021-08-21,0
383,TS1,A,2020-12-27,9999-12-31,61522
383,TF1,A,2020-12-27,9999-12-31,0
384,TF1,A,2021-05-12,9999-12-31,82056
384,TS1,A,2021-05-12,9999-12-31,0
385,TF1,B,2022-05-01,2021-07-02,41906
385,TS1,B,2022-05-01,2021-07-02,0
386,TS1,B,2021-12-05,2022-05-11,28835
386,TF1,B,2021-12-05,2022-05-11,0
387,TS1,A,2021-11-29,9999-12-31,27469
387,TF1,A,2021-11-29,9999-12-31,0
388,TF1,A,2020-11-23,9999-12-31,61523
388,TS1,A,2020-11-23,9999-12-31,0
389,TF1,B,2021-07-14,2021-08-03,89092
389,TS1,B,2021-07-14,2021-08-03,0
390,TF1,A,2022-04-05,9999-12-31,35440
390,TS1,A,2022-04-05,9999-12-31,0
391,TS1,A,2021-06-09,9999-12-31,86483
391,TF1,A,2021-06-09,9999-12-31,0
392,TF1,B,2021-09-17,2021-06-05,10400
392,TS1,B,2021-09-17,2021-06-05,0
393,TF1,B,2021-01-08,2021-10-27,63078
393,TS1,B,2021-01-08,2021-10-27,0
394,TS1,B,2022-04-17,2021-02-07,75560
394,TF1,B,2022-04-17,2021-02-07,0
395,TS1,A,2020-12-29,9999-12-31,71390
395,TF1,A,2020-12-29,9999-12-31,0
396,TF1,B,2020-11-12,2021-05-17,81301
396,TS1,B,2020-11-12,2021-05-17,0
397,TF1,B,2020-11-30,2021-04-24,30783
397,TS1,B,2020-11-30,2021-04-24,0
398,TS1,A,2021-07-02,9999-12-31,63903
398,TF1,A,2021-07-02,9999-12-31,0
399,TF1,B,2020-11-05,2022-06-18,45269
399,TS1,B,2020-11-05,2022-06-18,0
400,TS1,A,2022-05-27,9999-12-31,31255
400,TF1,A,2022-05-27,9999-12-31,0
401,TS1,B,2021-02-19,2022-05-17,29303
401,TF1,B,2021-02-19,2022-05-17,0
402,TS1,A,2021-09-17,9999-12-31,11423
402,TF1,A,2021-09-17,9999-12-31,0
403,TS1,A,2022-06-05,9999-12-31,63663
403,TF1,A,2022-06-05,9999-12-31,0
404,TF1,B,2022-02-11,2021-02-18,4731
404,TS1,B,2022-02-11,2021-02-18,0
405,TF1,A,2020-12-28,9999-12-31,89006
405,TS1,A,2020-12-28,9999-12-31,0
406,TF1,A,2021-01-09,9999-12-31,67591
406,TS1,A,2021-01-09,9999-12-31,0
407,TF1,A,2021-12-06,9999-12-31,81332
407,TS1,A,2021-12-06,9999-12-31,0
408,TF1,B,2022-05-25,2020-11-29,50880
408,TS1,B,2022-05-25,2020-11-29,0
409,TF1,A,2022-01-07,9999-12-31,55039
409,TS1,A,2022-01-07,9999-12-31,0
410,TS1,B,2021-03-21,2021-05-27,17029
410,TF1,B,2021-03-21,2021-05-27,0
411,TS1,B,2021-08-17,2021-04-20,31173
411,TF1,B,2021-08-17,2021-04-20,0
412,TF1,A,2020-10-24,9999-12-31,47529
412,TS1,A,2020-10-24,9999-12-31,0
413,TS1,B,2020-12-13,2021-09-28,12094
413,TF1,B,2020-12-13,2021-09-28,0
414,TF1,A,2022-05-25,9999-12-31,45445
414,TS1,A,2022-05-25,9999-12-31,0
415,TS1,B,2022-01-02,2021-05-26,66591
415,TF1,B,2022-01-02,2021-05-26,0
416,TS1,B,2022-04-21,2020-10-19,57491
416,TF1,B,2022-04-21,2020-10-19,0
417,TF1,B,2022-05-05,2020-12-15,39779
417,TS1,B,2022-05-05,2020-12-15,0
418,TS1,A,2021-07-05,9999-12-31,55333
418,TF1,A,2021-07-05,9999-12-31,0
419,TS1,A,2022-04-30,9999-12-31,9231
419,TF1,A,2022-04-30,9999-12-31,0
420,TF1,B,2022-07-02,2021-07-18,30468
420,TS1,B,2022-07-02,2021-07-18,0
421,TF1,A,2021-05-09,9999-12-31,86514
421,TS1,A,2021-05-09,9999-12-31,0
422,TF1,B,2021-05-05,2021-04-13,80416
422,TS1,B,2021-05-05,2021-04-13,0
423,TF1,B,2021-07-01,2022-06-10,17064
423,TS1,B,2021-07-01,2022-06-10,0
424,TS1,B,2021-08-08,2021-07-14,16644
424,TF1,B,2021-08-08,2021-07-14,0
425,TF1,B,2021-03-19,2022-06-19,51827
425,TS1,B,2021-03-19,2022-06-19,0
426,TF1,A,2022-05-29,9999-12-31,56470
426,TS1,A,2022-05-29,9999-12-31,0
427,TS1,A,2022-04-04,9999-12-31,48631
427,TF1,A,2022-04-04,9999-12-31,0
428,TF1,B,2021-12-16,2021-09-07,63975
428,TS1,B,2021-12-16,2021-09-07,0
429,TS1,A,2022-06-14,9999-12-31,59484
429,TF1,A,2022-06-14,9999-12-31,0
430,TS1,A,2021-07-26,9999-12-31,47915
430,TF1,A,2021-07-26,9999-12-31,0
431,TF1,B,2022-02-13,2022-04-09,28279
431,TS1,B,2022-02-13,2022-04-09,0
432,TS1,B,2020-12-03,2022-03-12,8212
432,TF1,B,2020-12-03,2022-03-12,0
433,TS1,A,2021-07-07,9999-12-31,36160
433,TF1,A,2021-07-07,9999-12-31,0
434,TF1,A,2022-05-10,9999-12-31,38190
434,TS1,A,2022-05-10,9999-12-31,0
435,TS1,B,2021-05-20,2021-02-14,23979
435,TF1,B,2021-05-20,2021-02-14,0
436,TS1,B,2022-05-31,2021-05-28,49369
436,TF1,B,2022-05-31,2021-05-28,0
437,TF1,B,2021-12-19,2021-07-01,87586
437,TS1,B,2021-12-19,2021-07-01,0
438,TF1,B,2022-03-13,2020-12-27,76433
438,TS1,B,2022-03-13,2020-12-27,0
439,TS1,A,2020-10-27,9999-12-31,69410
439,TF1,A,2020-10-27,9999-12-31,0
440,TF1,A,2022-05-10,9999-12-31,87292
440,TS1,A,2022-05-10,9999-12-31,0
441,TS1,B,2021-11-04,2022-01-09,21559
441,TF1,B,2021-11-04,2022-01-09,0
442,TS1,B,2022-01-12,2020-12-23,3924
442,TF1,B,2022-01-12,2020-12-23,0
443,TS1,B,2021-11-28,2021-01-23,27050
443,TF1,B,2021-11-28,2021-01-23,0
444,TF1,B,2022-02-11,2021-07-13,276
444,TS1,B,2022-02-11,2021-07-13,0
445,TF1,A,2021-02-02,9999-12-31,56404
445,TS1,A,2021-02-02,9999-12-31,0
446,TS1,B,2021-04-17,2021-02-21,67385
446,TF1,B,2021-04-17,2021-02-21,0
447,TF1,B,2021-01-04,2021-06-28,83989
447,TS1,B,2021-01-04,2021-06-28,0
448,TS1,A,2021-05-07,9999-12-31,762
448,TF1,A,2021-05-07,9999-12-31,0
449,TS1,A,2022-05-05,9999-12-31,52051
449,TF1,A,2022-05-05,9999-12-31,0
450,TS1,B,2021-02-08,2021-02-10,59980
450,TF1,B,2021-02-08,2021-02-10,0
451,TF1,A,2021-10-16,9999-12-31,68951
451,TS1,A,2021-10-16,9999-12-31,0
452,TF1,B,2020-11-16,2022-01-08,69171
452,TS1,B,2020-11-16,2022-01-08,0
453,TS1,A,2021-01-23,9999-12-31,25429
453,TF1,A,2021-01-23,9999-12-31,0
454,TS1,B,2021-11-10,2021-03-19,78319
454,TF1,B,2021-11-10,2021-03-19,0
455,TF1,B,2021-06-10,2021-10-23,27638
455,TS1,B,2021-06-10,2021-10-23,0
456,TS1,A,2021-01-03,9999-12-31,54821
456,TF1,A,2021-01-03,9999-12-31,0
457,TS1,B,2021-07-25,2021-12-08,96184
457,TF1,B,2021-07-25,2021-12-08,0
458,TF1,A,2021-05-19,9999-12-31,9346
458,TS1,A,2021-05-19,9999-12-31,0
459,TF1,B,2021-06-03,2022-06-29,6917
459,TS1,B,2021-06-03,2022-06-29,0
460,TF1,B,2021-04-29,2021-09-21,28457
460,TS1,B,2021-04-29,2021-09-21,0
461,TF1,B,2021-03-21,2021-06-29,35987
461,TS1,B,2021-03-21,2021-06-29,0
462,TF1,B,2021-05-11,2022-02-04,42417
462,TS1,B,2021-05-11,2022-02-04,0
463,TF1,B,2021-07-23,2021-03-03,68736
463,TS1,B,2021-07-23,2021-03-03,0
464,TS1,B,2021-07-28,2022-05-26,83422
464,TF1,B,2021-07-28,2022-05-26,0
465,TS1,B,2021-09-27,2021-05-16,13031
465,TF1,B,2021-09-27,2021-05-16,0
466,TS1,A,2021-08-12,9999-12-31,60203
466,TF1,A,2021-08-12,9999-12-31,0
467,TF1,B,2021-10-16,2021-03-16,1079
467,TS1,B,2021-10-16,2021-03-16,0
468,TF1,A,2021-01-09,9999-12-31,81611
468,TS1,A,2021-01-09,9999-12-31,0
469,TF1,A,2021-05-17,9999-12-31,32194
469,TS1,A,2021-05-17,9999-12-31,0
470,TF1,B,2022-03-19,2021-08-21,9521
470,TS1,B,2022-03-19,2021-08-21,0
471,TS1,A,2021-08-09,9999-12-31,24062
471,TF1,A,2021-08-09,9999-12-31,0
472,TF1,B,2022-03-16,2021-01-27,94409
472,TS1,B,2022-03-16,2021-01-27,0
473,TF1,A,2020-10-21,9999-12-31,56241
473,TS1,A,2020-10-21,9999-12-31,0
474,TF1,B,2022-05-12,2022-02-01,40705
474,TS1,B,2022-05-12,2022-02-01,0
475,TS1,A,2021-11-13,9999-12-31,42908
475,TF1,A,2021-11-13,9999-12-31,0
476,TS1,B,2020-12-18,2022-02-06,95269
476,TF1,B,2020-12-18,2022-02-06,0
477,TS1,A,2021-08-01,9999-12-31,9012
477,TF1,A,2021-08-01,9999-12-31,0
478,TS1,B,2021-07-27,2022-04-05,29922
478,TF1,B,2021-07-27,2022-04-05,0
479,TF1,B,2022-06-17,2022-01-29,61965
479,TS1,B,2022-06-17,2022-01-29,0
480,TS1,A,2022-06-21,9999-12-31,70892
480,TF1,A,2022-06-21,9999-12-31,0
481,TS1,B,2021-01-08,2021-07-18,49683
481,TF1,B,2021-01-08,2021-07-18,0
482,TF1,A,2021-03-13,9999-12-31,81082
482,TS1,A,2021-03-13,9999-12-31,0
483,TF1,B,2020-11-04,2020-12-22,54671
483,TS1,B,2020-11-04,2020-12-22,0
484,TS1,B,2021-10-01,2022-02-17,45752
484,TF1,B,2021-10-01,2022-02-17,0
485,TS1,B,2021-10-22,2021-05-21,75844
485,TF1,B,2021-10-22,2021-05-21,0
486,TS1,B,2021-03-02,2021-08-26,13384
486,TF1,B,2021-03-02,2021-08-26,0
487,TF1,B,2022-07-01,2022-06-10,97752
487,TS1,B,2022-07-01,2022-06-10,0
488,TF1,A,2022-02-09,9999-12-31,53945
488,TS1,A,2022-02-09,9999-12-31,0
489,TS1,A,2021-09-19,9999-12-31,30897
489,TF1,A,2021-09-19,9999-12-31,0
490,TS1,B,2021-12-11,2022-04-15,53558
490,TF1,B,2021-12-11,2022-04-15,0
491,TS1,B,2021-11-17,2021-07-10,24495
491,TF1,B,2021-11-17,2021-07-10,0
492,TS1,A,2021-03-15,9999-12-31,23159
492,TF1,A,2021-03-15,9999-12-31,0
493,TS1,A,2022-05-03,9999-12-31,37677
493,TF1,A,2022-05-03,9999-12-31,0
494,TF1,B,2021-05-20,2021-08-11,98105
494,TS1,B,2021-05-20,2021-08-11,0
495,TS1,B,2021-11-30,2021-01-29,78887
495,TF1,B,2021-11-30,2021-01-29,0
496,TF1,B,2021-05-03,2021-01-06,73690
496,TS1,B,2021-05-03,2021-01-06,0
497,TS1,A,2020-11-23,9999-12-31,68004
497,TF1,A,2020-11-23,9999-12-31,0
498,TS1,A,2021-12-24,9999-12-31,37167
498,TF1,A,2021-12-24,9999-12-31,0
499,TF1,A,2021-07-20,9999-12-31,91557
499,TS1,A,2021-07-20,9999-12-31,0
500,TF1,A,2022-05-21,9999-12-31,89583
500,TS1,A,2022-05-21,9999-12-31,0
501,TS1,A,2021-01-28,9999-12-31,27362
501,TF1,A,2021-01-28,9999-12-31,0
502,TF1,A,2022-02-23,9999-12-31,85900
502,TS1,A,2022-02-23,9999-12-31,0
503,TS1,B,2021-05-03,2021-03-10,94835
503,TF1,B,2021-05-03,2021-03-10,0
504,TS1,B,2021-01-30,2021-03-27,95491
504,TF1,B,2021-01-30,2021-03-27,0
505,TF1,B,2021-03-03,2020-10-30,40588
505,TS1,B,2021-03-03,2020-10-30,0
506,TS1,A,2022-03-21,9999-12-31,52372
506,TF1,A,2022-03-21,9999-12-31,0
507,TS1,B,2021-05-15,2021-06-26,20307
507,TF1,B,2021-05-15,2021-06-26,0
508,TS1,A,2021-04-04,9999-12-31,22727
508,TF1,A,2021-04-04,9999-12-31,0
509,TF1,B,2022-05-22,2022-01-26,54693
509,TS1,B,2022-05-22,2022-01-26,0
510,TF1,A,2021-05-17,9999-12-31,75002
510,TS1,A,2021-05-17,9999-12-31,0
511,TF1,B,2020-10-16,2021-01-15,66813
511,TS1,B,2020-10-16,2021-01-15,0
512,TF1,A,2020-11-24,9999-12-31,89745
512,TS1,A,2020-11-24,9999-12-31,0
513,TS1,B,2022-06-27,2022-01-29,99395
513,TF1,B,2022-06-27,2022-01-29,0
514,TS1,A,2021-05-10,9999-12-31,45036
514,TF1,A,2021-05-10,9999-12-31,0
515,TS1,A,2021-02-16,9999-12-31,94952
515,TF1,A,2021-02-16,9999-12-31,0
516,TS1,B,2020-12-19,2021-11-05,98068
516,TF1,B,2020-12-19,2021-11-05,0
517,TF1,B,2021-02-28,2021-03-31,47081
517,TS1,B,2021-02-28,2021-03-31,0
518,TS1,A,2022-05-26,9999-12-31,83501
518,TF1,A,2022-05-26,9999-12-31,0
519,TS1,A,2020-11-27,9999-12-31,8044
519,TF1,A,2020-11-27,9999-12-31,0
520,TS1,A,2020-11-28,9999-12-31,23714
520,TF1,A,2020-11-28,9999-12-31,0
521,TS1,B,2021-07-16,2022-03-16,27235
521,TF1,B,2021-07-16,2022-03-16,0
522,TS1,B,2021-07-04,2021-10-23,17166
522,TF1,B,2021-07-04,2021-10-23,0
523,TS1,A,2020-12-21,9999-12-31,72980
523,TF1,A,2020-12-21,9999-12-31,0
524,TF1,B,2021-09-01,2020-11-06,74815
524,TS1,B,2021-09-01,2020-11-06,0
525,TF1,A,2021-05-03,9999-12-31,71155
525,TS1,A,2021-05-03,9999-12-31,0
526,TS1,B,2020-11-04,2021-06-01,25856
526,TF1,B,2020-11-04,2021-06-01,0
527,TS1,B,2021-11-25,2021-04-04,37102
527,TF1,B,2021-11-25,2021-04-04,0
528,TS1,A,2021-01-06,9999-12-31,1996
528,TF1,A,2021-01-06,9999-12-31,0
529,TS1,B,2021-05-29,2021-02-24,67258
529,TF1,B,2021-05-29,2021-02-24,0
530,TS1,A,2022-03-17,9999-12-31,42431
530,TF1,A,2022-03-17,9999-12-31,0
531,TF1,B,2022-01-20,2020-10-18,2777
531,TS1,B,2022-01-20,2020-10-18,0
532,TF1,B,2022-06-02,2022-04-28,18837
532,TS1,B,2022-06-02,2022-04-28,0
533,TS1,A,2022-05-06,9999-12-31,55052
533,TF1,A,2022-05-06,9999-12-31,0
534,TS1,A,2021-05-20,9999-12-31,70793
534,TF1,A,2021-05-20,9999-12-31,0
535,TS1,B,2022-04-19,2021-09-01,64828
535,TF1,B,2022-04-19,2021-09-01,0
536,TS1,B,2021-06-09,2021-05-17,15190
536,TF1,B,2021-06-09,2021-05-17,0
537,TS1,B,2021-02-13,2022-07-04,48247
537,TF1,B,2021-02-13,2022-07-04,0
538,TF1,A,2022-06-22,9999-12-31,19511
538,TS1,A,2022-06-22,9999-12-31,0
539,TF1,A,2022-05-11,9999-12-31,33154
539,TS1,A,2022-05-11,9999-12-31,0
540,TS1,A,2021-09-13,9999-12-31,67143
540,TF1,A,2021-09-13,9999-12-31,0
541,TF1,B,2021-01-11,2022-05-25,47515
541,TS1,B,2021-01-11,2022-05-25,0
542,TS1,A,2022-03-07,9999-12-31,7673
542,TF1,A,2022-03-07,9999-12-31,0
543,TF1,A,2021-05-16,9999-12-31,49970
543,TS1,A,2021-05-16,9999-12-31,0
544,TF1,A,2021-03-12,9999-12-31,41914
544,TS1,A,2021-03-12,9999-12-31,0
545,TS1,B,2022-03-11,2021-10-16,18897
545,TF1,B,2022-03-11,2021-10-16,0
546,TF1,B,2022-02-01,2021-02-12,78471
546,TS1,B,2022-02-01,2021-02-12,0
547,TF1,A,2020-10-14,9999-12-31,53755
547,TS1,A,2020-10-14,9999-12-31,0
548,TS1,B,2021-04-11,2021-04-16,21419
548,TF1,B,2021-04-11,2021-04-16,0
549,TF1,A,2021-03-27,9999-12-31,93533
549,TS1,A,2021-03-27,9999-12-31,0
550,TS1,B,2021-12-23,2021-06-25,19015
550,TF1,B,2021-12-23,2021-06-25,0
551,TS1,A,2021-09-27,9999-12-31,28814
551,TF1,A,2021-09-27,9999-12-31,0
552,TS1,B,2021-12-18,2021-08-31,96191
552,TF1,B,2021-12-18,2021-08-31,0
553,TS1,A,2021-02-17,9999-12-31,46283
553,TF1,A,2021-02-17,9999-12-31,0
554,TS1,A,2020-11-01,9999-12-31,13440
554,TF1,A,2020-11-01,9999-12-31,0
555,TF1,B,2022-03-27,2021-08-22,37994
555,TS1,B,2022-03-27,2021-08-22,0
556,TS1,A,2021-02-11,9999-12-31,91772
556,TF1,A,2021-02-11,9999-12-31,0
557,TS1,A,2021-06-11,9999-12-31,78489
557,TF1,A,2021-06-11,9999-12-31,0
558,TF1,A,2022-01-13,9999-12-31,64670
558,TS1,A,2022-01-13,9999-12-31,0
559,TF1,B,2021-12-18,2021-09-25,28829
559,TS1,B,2021-12-18,2021-09-25,0
560,TF1,A,2021-12-17,9999-12-31,97333
560,TS1,A,2021-12-17,9999-12-31,0
561,TF1,A,2022-01-30,9999-12-31,82572
561,TS1,A,2022-01-30,9999-12-31,0
562,TS1,A,2021-09-11,9999-12-31,78941
562,TF1,A,2021-09-11,9999-12-31,0
563,TS1,A,2021-03-22,9999-12-31,17601
563,TF1,A,2021-03-22,9999-12-31,0
564,TS1,A,2021-09-05,9999-12-31,47810
564,TF1,A,2021-09-05,9999-12-31,0
565,TF1,B,2021-10-30,2022-06-04,39881
565,TS1,B,2021-10-30,2022-06-04,0
566,TS1,B,2022-05-06,2021-05-17,52951
566,TF1,B,2022-05-06,2021-05-17,0
567,TF1,A,2022-05-01,9999-12-31,76075
567,TS1,A,2022-05-01,9999-12-31,0
568,TF1,A,2022-06-16,9999-12-31,62498
568,TS1,A,2022-06-16,9999-12-31,0
569,TF1,A,2021-07-24,9999-12-31,17195
569,TS1,A,2021-07-24,9999-12-31,0
